customer_unique_id,recency_days,frequency,monetary,avg_review_score,customer_segment,churn_probability
174fbc0ca39715c4d36463f56af17b3c,213,1,75.19,1.0,Regular,0.9415467496182387
1589506fa7566d683001a7493a1a807f,336,1,65.09,1.0,At Risk,0.94148031698386
e38e8912a6bd0d04b1e60b917d18b57d,231,1,72.73,1.0,Loyal,0.94121806889439
c6363b71e580fdd9124c98b2c6fc8b8d,234,1,54.0,1.0,Regular,0.9409123326655626
30f672cf8a6be185cc5bc2729078b52a,333,1,41.09,1.0,At Risk,0.9408362672243088
2e25e41277f6c276113dc8f570abb040,322,1,68.32,1.0,At Risk,0.9407701490956515
a8e911d5eaf0892701f189303c0e0559,268,1,74.87,1.0,Regular,0.9404324696325607
106db6ecd96194a8a17ff720035b3fcb,229,1,78.64,1.0,At Risk,0.9403195203921199
9e7781907c97ba7937537a209098cb4c,239,1,44.1,1.0,Regular,0.9403111419345452
0be0726fd707eabfadc49c81a9b81320,327,1,97.71,1.0,At Risk,0.9402336745218502
e6552d610ea7e4ab8094358f2414710e,198,1,47.04,1.0,Loyal,0.9398537113000656
a33dd2674db89fc0fd043b7f0b5fc645,223,1,74.27,1.0,Loyal,0.9396956546019033
299622c6ade91056dc308a093cb07aa2,326,1,66.67,1.0,At Risk,0.9394390606941276
023d978a84bb97e195d5562279a7b285,220,1,53.13,1.0,At Risk,0.939431963735901
726a725b5a915ef55f4980e5cc7d250b,245,1,59.84,1.0,Regular,0.9393225703592042
6d9284ebe2826c96d9be5d939fd7b1b2,235,1,43.0,1.0,Regular,0.9393043402767371
5b5938d2d4fe1d67afe0969222c6d7d0,230,1,86.25,1.0,Regular,0.9391385168442693
49fa4cfc9a4eeac981257524ffa29816,238,1,87.77,1.0,Regular,0.9388856830283481
457ab5dfd477fe2ac53e051f07d4c0c8,306,1,58.59,1.0,Regular,0.9388783382233856
64809fd77d51df8883b60fd4cb112946,361,1,67.76,1.0,At Risk,0.9386867416209291
a68196508ebf4b64293c4b50c2d2dd4a,237,1,89.85,1.0,Loyal,0.9381803690859001
d9c332de2cc5563602b8fc3de137bf47,231,1,89.84,1.0,Loyal,0.9377396913378795
5fbbfaa43eeceb5cca3ce8e4b61f139d,230,1,70.52,1.0,Regular,0.9375453543044678
5dc92678eb46123e6887c33f041bd9d9,293,1,86.15,1.0,Regular,0.937455081209831
c06e7048c86d4f8593172c5c60201669,238,1,85.79,1.0,Regular,0.9373573418330445
9b4dc5f3bf6d6ff2ec0eb2cb7230395d,437,1,65.05,1.0,At Risk,0.937346044618075
0bc6a141b17a9e42140deaa6e5cdb9df,206,1,27.79,1.0,At Risk,0.9372933312612982
95b0c515f4728a152b488e6bb002c6a1,443,1,58.84,1.0,At Risk,0.9370740434305899
5c0d36b814ba46a828f786a2872970a9,234,1,91.17,1.0,Regular,0.9368985035411687
5a2b3faae93a912962d9518dde99f35d,202,1,70.16,1.0,Regular,0.9367721433601226
48aee83c86f97efcbe8143093423578c,378,1,71.05,1.0,At Risk,0.9366597702549808
c96c913406fc838201b0f128a2e34b9d,238,1,51.0,1.0,Regular,0.9365335183524646
199888480790cc4f6135f3a3e11af83e,327,1,78.27,1.0,At Risk,0.9365037006006622
fcab07ead0f666753cacef7321c9c739,205,1,35.81,1.0,Loyal,0.9364560460991571
4578a509f466c403fd9db388441f10e4,322,1,40.09,1.0,At Risk,0.9361422620569193
1bb7f4eadee0292c18333f8698599347,225,1,61.33,1.0,Regular,0.9359300327462965
a3b06c02a7cc8af7c1a5919e1abf13a4,325,1,97.71,1.0,Regular,0.9357973015756539
9d96ad6d5b8b75dd83e9bd2da641e9a0,345,1,82.57,1.0,Regular,0.9357021639917664
29b7d8f64474dff675987e6ef0432a44,328,1,71.53,1.0,At Risk,0.9356779725716535
95363f351776a3f8a43145c79a046053,309,1,105.37,1.0,Regular,0.9353405545551063
9506b3589dc76cb902c0126e212505c3,327,1,99.7,1.0,Regular,0.9353168615485004
93158b6a04e6962deea46979e6b0f42d,226,1,52.53,1.0,Regular,0.9348455929985162
075184ee2e1b9812f7cc980b787a4ac8,222,1,69.28,1.0,Regular,0.9346873359561374
449c2cfd62e871c064bbecf4a4922fa6,326,1,76.08,1.0,At Risk,0.934633252608389
35dd02aa966dc8f3f5d2277e0cb8fff9,322,1,95.21,1.0,Regular,0.9345724774229924
e43791904cdd435a8b255093becdada0,236,1,61.85,1.0,Loyal,0.9345268330697512
03219f704113c9e40797774e4ddb532d,530,1,84.45,1.0,At Risk,0.9344089644583683
8a03c2f7629a4a8a6ab40525b7179ff2,233,1,91.86,1.0,Regular,0.9343215730824238
55d9dfbb0709232b92bd2781c2d03858,409,1,73.34,1.0,At Risk,0.9338835144583126
d433955af3c49f3b58cac87cc0255ae9,276,1,64.0,1.0,Loyal,0.9338778341687006
2a6d464f307f26f32873ba9f9209a96d,314,1,76.66,1.0,At Risk,0.9338246494481821
f6f3cf189bd5bd9ce000bbf54eadd161,227,1,45.0,1.0,Loyal,0.9337512199302869
eeb74135e3038d55e0a4b5c2eb45e285,328,1,66.01,1.0,Regular,0.9333833011995424
2902aa119b0d5e66be473e52db5d52d6,416,1,84.34,1.0,At Risk,0.9333385845154821
bc416bd85fe0e29957ac8c3b909529ae,237,1,27.78,1.0,Regular,0.9331903219279526
ff7bd992a7aac2c563a3e3773a8c63aa,234,1,30.0,1.0,Regular,0.9330660158303296
90c4e03bec74ecb57df63b0e9c401f54,220,1,86.36,1.0,Regular,0.9330633383596384
f04b6c016a15fb774c27bcccc50a8424,366,1,65.6,1.0,Regular,0.932980436116232
5f6917c4fa8807a3c4c6ddef3ec4b2f4,245,1,76.9,1.0,Regular,0.9329294056284003
366dc743342d2a61062d5be71646499b,244,1,45.09,1.0,At Risk,0.9328942054024254
eb0676b96e9713df61a30fdcb2a58d18,325,1,66.67,1.0,Regular,0.9327919102723135
43fd9d15c0ac116923be0e2b8608555a,328,1,39.6,1.0,At Risk,0.9327883800175388
2b7c436369720a5b93d83a9b0af0dcb8,220,1,84.4,1.0,Regular,0.9327644811787269
4e24e109e3cacaeb86f488b8926df624,225,1,66.98,1.0,Regular,0.9324380396047098
f5e07f964f9168d140818c6c92e2a4f8,317,1,77.56,1.0,Loyal,0.9323804541930107
cf3acd6a8c138a12143363ae5a613f2e,327,1,71.15,1.0,Regular,0.9323108798393275
7f4b748b4fddd852eaa8cb2e1596d7cb,226,1,68.64,1.0,Regular,0.9322901906254399
ea69fbddc20788ebadfbfde8a27021fc,325,1,74.38,1.0,Regular,0.9319178917105908
23a944d718f96d95c768d97f07b330fb,325,1,69.12,1.0,At Risk,0.9319158027261
52b77a8cf97f250ca69b68137302512a,230,1,101.25,1.0,Regular,0.9318792531777749
5988cee3152a64b959afb5a6eeb87a4c,293,1,83.14,1.0,Regular,0.9318186687045034
eedc17a4daa37e389a562c66664da3f5,326,1,86.15,1.0,Regular,0.9317000116436119
efd341ec24b95f7c263d7b6ea93bedb3,265,1,60.18,1.0,Loyal,0.9316788721915947
8a9b30182d557a7b44a8543c9f2fe931,386,1,72.28,1.0,Regular,0.931635103709902
dca1664cb947eff518f8c377d6e6e642,228,1,47.61,1.0,Loyal,0.9315819950378434
a052affc7a7b3ec84ee042f41a1239a1,230,1,47.61,1.0,Regular,0.9315819950378434
3a6130b1b5ce0172f5ef08111138f8e3,234,1,97.01,1.0,Regular,0.9315611130282475
7671178c592895e5beed747367b4a54b,272,1,55.63,1.0,Regular,0.9314912681413473
53bcd05d211afbbfa144766ce0f6fd1c,231,1,53.5,1.0,At Risk,0.9313362715487411
23c3c60a58dbbd7a3eac81951a4572b7,242,1,39.09,1.0,At Risk,0.9313270519106085
1c8c2e37ecc2ddc12198fa9fe1e9edf5,216,1,76.86,1.0,Regular,0.9312778890509813
ca9806cbb76d206bcaf866f3e42d3879,226,1,45.13,1.0,Regular,0.9309756834497628
ed01296cb785ec638bde802ceea08095,243,1,97.8,1.0,Loyal,0.930735532006747
d5954d70dbdab5ce057d63cbfcd32cf9,222,1,62.9,1.0,Loyal,0.930653903942125
1103df283219a1a6913827a76fdb2640,242,1,63.6,1.0,At Risk,0.930621279405944
ba16ddffbbaf17628e40c50333931bff,234,1,66.1,1.0,Regular,0.9304493055194488
794b1233b87e5bb1a6d080f7cf13c25f,572,1,34.01,1.0,At Risk,0.9303152033397099
2c2eedf8f38124dae76acd92b1a6d20f,331,1,92.19,1.0,At Risk,0.9302851478122298
45fb317de39db77813c19dfe0895e8df,328,1,95.31,1.0,Regular,0.9301913841990682
2f3c23d155ce288b4f27feabf58f8b03,234,1,61.59,1.0,At Risk,0.9301729891481025
2313a05d4b08ad58b737b4d9df881419,232,1,25.65,1.0,At Risk,0.9298697181629663
a52b3ae9d3d7dae0c9e95b38df437a30,322,1,63.1,1.0,Regular,0.9298487428647132
88be09e602c24467b578831007dfac68,235,1,71.14,1.0,Regular,0.929656303941226
f069e413035341e757048278bd55ef82,234,1,37.8,1.0,Regular,0.9294090744861434
4ce387d1dc71f40ba7e47a7b1af9a62d,301,1,29.0,1.0,At Risk,0.9292460386864488
f378cbbb8a3a980602cd9fbedb495ab7,233,1,50.62,1.0,Regular,0.9291400838395922
2d323c46ba668518c8468818e0e0a259,212,1,78.38,1.0,Regular,0.9290691151235716
a53e5a77a7bc419a73b6b8505baa9101,275,1,96.8,1.0,Loyal,0.9290026769306629
66fe2008c84e9fa1267824686602d92a,270,1,102.28,1.0,Regular,0.9289882806711443
16b64b40a1fed81b2e9cd0e9b58bb2ee,327,1,97.71,1.0,At Risk,0.9288793982106901
f9996b7531735e4c037f2b924cdee1e1,229,1,46.01,1.0,Regular,0.9287884176700755
6247e94ae5df6160d5a90db6340ace2d,244,1,60.0,1.0,Regular,0.9287500578608133
d34b0e751428e0658b99b6054f43d7fd,249,1,86.86,1.0,Loyal,0.9287288357344103
bb29d972350d9b8b2e5bf6f5c3834f69,224,1,61.2,1.0,Loyal,0.928684362064839
daadb0073a2182647d0c98ced587b7df,323,1,38.72,1.0,Regular,0.9284467702174599
1018b57cedbb88d33ba94c906d05ea15,353,1,95.42,1.0,At Risk,0.9282797579286758
f5b897dc4f5070fd85e2bb3ac2050e57,323,1,45.24,1.0,Regular,0.9282601291338334
92f5b9a03b9ee33b719cdacbf591e0bc,313,1,68.0,1.0,Regular,0.9282394839634617
85ef4ecf1c2e154fc53e64f401bf7e59,203,1,68.13,1.0,Regular,0.9280325439283533
8792a15ab5ef76ccaacba6398ea2041d,268,1,46.69,1.0,Regular,0.9279381026982989
ca9fc1afaa87b284072deec8439d93f0,306,1,86.73,1.0,Regular,0.9279192762453726
03deaea09727abbbe6305a61aed28a05,370,1,107.07,1.0,At Risk,0.9277955068067911
f0bb5dca1594ac2120ed48c032372a62,200,1,89.36,1.0,Loyal,0.9277526751264787
c7f573cd86f5363e5c2cfb12a60e9aa3,330,1,87.64,1.0,Regular,0.927707348602464
c52d06680b82af13464722a1abe3634a,239,1,45.0,1.0,Regular,0.927605113072411
eb3140d8a174e19e3c9efe4e393bed1f,429,1,47.6,1.0,Regular,0.927555964591646
4f3172824426870b6b0440cac764fda9,241,1,55.1,1.0,At Risk,0.9274990604421935
02a9fc337956564657d9fa17d41af27f,205,1,71.25,1.0,Regular,0.927399422778375
dd54dc717fbbcc67d92a15d8b2350249,219,1,76.86,1.0,Loyal,0.9273792091448254
0d332bf04a40163ca5b88413815acbfa,275,1,106.97,1.0,Regular,0.9273691231223092
9e2b2b5613fe2b1868be992967ebee82,332,1,72.14,1.0,Regular,0.9271818664920103
683714a0aa428eb05fd1dad1b3cb994f,199,1,65.46,1.0,Regular,0.9271552293042074
bca5edfdca79667ba7e2db50063c764e,227,1,43.09,1.0,Regular,0.927125443817237
bbdfd04e0be2e2ffc2bbd8499d69c579,276,1,52.95,1.0,Regular,0.9270630361478979
dd8c1b4738a0cff777f3f92807d005bc,340,1,36.15,1.0,Regular,0.9269921501767235
50939437d2af7b76a58ecc8d295589f9,463,1,84.14,1.0,At Risk,0.9269631703060134
e1bb89e184a3ee00f67e1391ac497fab,311,1,101.48,1.0,Loyal,0.9268948441570748
920cf049168791635d1ed510b5844712,225,1,94.39,1.0,Loyal,0.9268525307201952
6e6623d8c8c95ef0dd34d534391632ee,260,1,46.68,1.0,Regular,0.9267887759070885
8bbcb3029b226dcac4373062433b52f3,208,1,97.37,1.0,Loyal,0.9264802640077341
1c7d1da02dbcd65a57d3056deb615751,560,1,98.51,1.0,At Risk,0.9263701028268837
508723a71df892b7456450d4dede6e86,280,1,65.99,1.0,Regular,0.926321895970874
37f744a5b54797975149a88fce114cc2,331,1,96.29,1.0,Regular,0.9255868488073117
4685d3ac521053cc2f2b9abb11fadad5,322,1,70.61,1.0,At Risk,0.9255570454684069
937ab0db6740980b6126beab34ff802f,228,1,66.05,1.0,Regular,0.9255520943594313
4c0dc4c1650460e296cf9e51ea06c993,155,1,61.05,1.0,Regular,0.9255370278198903
328dd6e3fed7a5e91ed7d9aa558f0bd0,322,1,76.66,1.0,At Risk,0.9253945491670257
a897335a844c6cb0c0f25a75f43092b4,338,1,103.0,1.0,Regular,0.9253314409073498
f705b2a95c88e8a57a061c85106be9a4,363,1,72.75,1.0,Regular,0.9252118893320228
5e834460cc23f72e6fb58f17a2a35d7d,201,1,84.92,1.0,Regular,0.9252066131581529
2cf9d72c9efd3bbc78a0a3a1f3b10c5a,575,1,79.02,1.0,At Risk,0.925155005332221
781ae350edb16842380e81d7c7feb431,330,1,101.74,1.0,Regular,0.9250866893553907
3bb205a7e67b865ae00ee9a06bd285d2,230,1,46.01,1.0,At Risk,0.9250754074459252
c128bbc211115b772a1377ae395e043c,237,1,90.78,1.0,Loyal,0.9250436956102736
a2db61f32d27b4b8ff414cce86d146c3,226,1,64.94,1.0,Loyal,0.9250146948616661
67045ba793233569bed80ccf42e02070,327,1,46.31,1.0,At Risk,0.9247321445735049
da04cd5150876b9ffcf261b880fd48cf,323,1,80.21,1.0,Regular,0.9246598179026733
3aa2852bbb00dd629f22745713d626c4,184,1,80.11,1.0,Regular,0.9246598179026733
12c618501e009d459cc177de818798d0,239,1,100.95,1.0,Regular,0.9245527990184975
8a7a36ab245df09f3d998d09d47eb792,327,1,44.09,1.0,At Risk,0.9243122123574716
39d5ee3e530bf56980d574eaf3d78729,386,1,52.0,1.0,At Risk,0.9242858100931755
a9ed06e13fc37cc915f5ecb904fbe34d,234,1,77.18,1.0,Regular,0.9242193780654692
2630602e9535f2b5347b3e9fc77eab65,209,1,59.03,1.0,Regular,0.9242173895291929
cd1754fb958c6e0e4d86f6f15b727fbb,328,1,99.22,1.0,Regular,0.9241970098616505
3cd1ebd71e3753cd8f8ec421ae02502e,582,1,38.79,1.0,At Risk,0.9241858388896687
06b8f154e9a7a0ecc1575e21da4c9d59,224,1,68.13,1.0,Regular,0.9241191367613574
70ce919779a8b3c666bb950a2affafe9,593,1,97.17,1.0,Regular,0.9239244855504214
25ff2d5e834347cc0cd494cf13f0aae2,253,1,47.5,1.0,At Risk,0.923891907351758
3cd3127e3533fe632e21af1862a51c7b,280,1,82.77,1.0,Regular,0.9237904618817904
def127928e892d48d207237750719bc9,77,1,78.73,1.0,Loyal,0.9236327922957713
2e3c051a9f6e30c8e6d7d45feb4be118,568,1,68.74,1.0,At Risk,0.9235701931835029
02ce856522310e96cddf763e086f3221,237,1,34.47,1.0,At Risk,0.9234088423202216
cd2cd01a52c2e69287318ad08ea835ce,216,1,77.37,1.0,Loyal,0.923269195279799
4333ff267c595f6a126edfcb7aa90f74,327,1,94.71,1.0,Regular,0.9231386880877774
d041320ae7f525e9184cb0ae811cd9cf,231,1,45.09,1.0,Regular,0.9230725795078005
22430cab2d3b80065613c8784a1eed9d,315,1,88.72,1.0,Regular,0.9228793249335999
8eb802e5a3d2c10e013126ac11954e20,198,1,63.16,1.0,Regular,0.9228567992540347
2a48c03948d46c466a55958469cf6af3,245,1,87.76,1.0,Regular,0.9228394133489709
0c9be13bf281e02d2eea7675a5f8c5b8,328,1,64.07,1.0,At Risk,0.9225325335868263
fe23b83238356ce3d892cd2901e85506,496,1,64.14,1.0,Regular,0.9225306834958255
b197b3f5f7b072b1fd90a10874d41e16,284,1,59.34,1.0,Regular,0.922530122308356
8d5f799945d96f307c8726415cb4decc,230,1,43.59,1.0,Regular,0.9224717534925314
8c481d6c9a4dc5ccfe46973bb82f07ef,251,1,25.84,1.0,Regular,0.921994455909547
6e842698bc44b11255a9f13423ba9a4a,437,1,83.4,1.0,At Risk,0.9219638092266409
2f3d09b69266cbab293052a3f0701f61,318,1,101.84,1.0,Regular,0.9218000719242783
f14f8b86f1ac16f12dee669ebcc7a561,230,1,73.06,1.0,Loyal,0.9217843426743509
9c6d91038516f711fbe3e9ce6aa1e0e8,581,1,59.42,1.0,At Risk,0.9217672413440272
f220ea4733c5c24a0db4903ca85ba020,255,1,105.71,1.0,Loyal,0.921737096569222
df337cbab6be26f9b38fe5a9b930369f,184,1,87.3,1.0,Loyal,0.9216215546753177
e3ad4e23b9a9ea0760eca68158b6ebc2,326,1,66.64,1.0,Regular,0.9216143295950765
a13864ff18b06e8853bfd9d2525ae3b6,222,1,61.43,1.0,Loyal,0.9215772828904825
0b45aca006bbe2643cf4bcf4ed02aabd,279,1,44.0,1.0,At Risk,0.9215252978522708
5503225a48ae360aa5d1957bd64aa725,196,1,26.49,1.0,Regular,0.9214231116168561
9f7fbc34b444b91c1ef03f2a7af6a33c,211,1,75.25,1.0,Loyal,0.9213693478501439
b8d95b1bc28f71750ada508312f1e176,311,1,42.1,1.0,Regular,0.9213688599414557
d3e6fedf3ec053546e54c739bc82044e,324,1,67.02,1.0,Regular,0.9212843030465336
bf2347194a14640752c7892ee837a8f9,220,1,78.0,1.0,Loyal,0.9212806120284738
9b03f400dde49805bac4f79216151f3d,221,1,78.35,1.0,Regular,0.9211002801209296
919290ec46d008d45da1a77939c88cb3,472,1,53.01,1.0,At Risk,0.9210986304025677
2aa3c92d851146aa23373d3d9baf1397,300,1,90.5,1.0,Regular,0.9209565758642303
9122751cf940bfc6e10780c9ab8fc109,327,1,67.5,1.0,Regular,0.9208457746323218
adf9802dd4b7b36107cfeda94d7539de,231,1,99.82,1.0,Loyal,0.9208137698383269
dd008839d99dc023cfd21c8bda8ffb67,367,1,67.99,1.0,Regular,0.9207960156958489
b4184ec976917fc7cb365a1a55524013,279,1,104.87,1.0,Loyal,0.9206552252241929
e95604d9da7d8c72fe4335fd3ab9b292,288,1,56.01,1.0,Loyal,0.9206442071965765
a577a200a23467257794210152357aab,345,1,69.73,1.0,Regular,0.9206328975412199
f109e20869df5bdfc12bf46455935a99,318,1,104.85,1.0,Loyal,0.920600498524958
73ee3949d1f9a9e4e1cf5ae9bfe92b56,238,1,62.7,1.0,Regular,0.9205843733959387
f7b4ed4662743e6d6f05652b7479c8d3,587,1,86.98,1.0,Regular,0.9205525680028908
f8bafce27bef77e21b560a20644ab4f2,566,1,81.09,1.0,Regular,0.920480958674694
10b7eaf694e83f546780ae4023d4bc17,326,1,101.34,1.0,At Risk,0.9204428488673263
a1a22bbdad9bb7fc533b19f579311026,204,1,67.13,1.0,Loyal,0.9203680404639971
0a7f4477a26a4158e5a459ef3b0a95f2,327,1,72.75,1.0,At Risk,0.9203033175922064
2a780eb007ab182d25845cc267fc762b,533,1,43.95,1.0,Churning,0.9202384128464469
ca901e6e7cb2e53a4bb4f4422733f5cc,325,1,93.21,1.0,Regular,0.9202328042687979
c34909b951c36d03e8d068a1abed6acb,232,1,45.31,1.0,Regular,0.9202067020691144
860251114960c25499acca49949b1f12,231,1,96.37,1.0,Regular,0.9201681742856297
6dfd53d0b64aa10fd66b8a7a4ad4461c,312,1,26.35,1.0,Regular,0.9198861206344447
c057231ec14d6d9422537205c202ab64,226,1,92.97,1.0,Loyal,0.919589274571274
fdfb46b404448e4d1bd4361ae1236489,284,1,90.19,1.0,Loyal,0.9195792930704612
e455dae27c6f0915856011323395429a,229,1,53.39,1.0,Regular,0.9195542277688381
8f9ae819f77c7927206bf265db9f1289,394,1,80.2,1.0,Regular,0.9195403648960929
49399a471271928d84eb38ad823c8ddb,245,1,26.09,1.0,At Risk,0.9194514986125104
c601f5196438b2836f6de978734b2829,369,1,70.15,1.0,Regular,0.9193192504684017
53927ba64e0e05c38d81584e70986776,328,1,60.0,1.0,At Risk,0.9193038573546717
0c0efcea44dc4ff4f9a2d0afa966e609,511,1,98.11,1.0,At Risk,0.9193025907846948
67948f1629709246fc7c17ba811e0b49,230,1,45.31,1.0,At Risk,0.9192846039072288
abcc1acad252e7151488e83f2da0ab20,203,1,52.69,1.0,Regular,0.9192501105314496
79148ee10dbe803940a71bea3d486b5f,207,1,37.13,1.0,Regular,0.9190128659971486
6b7e1090d106aaee31d5ed12d2bbc2af,627,1,87.9,1.0,Regular,0.9187613840359442
ca78fff00da17f797d47a08069bf9f64,326,1,66.67,1.0,Regular,0.9186755211948064
d0370528c4ade8ce56a93a530163818b,310,1,34.0,1.0,Regular,0.9185840539284978
c80da60feddb7cf8325bd104032e314a,202,1,77.3,1.0,Loyal,0.9185393641670685
9a9fcf0d04d9364eb5d4ad3d4d3e6228,330,1,38.72,1.0,At Risk,0.9183843050270007
35aacf964f77a333b9eda5ae1ba290af,241,1,61.1,1.0,Regular,0.9182174908864462
797c887aff2d09d9702725d7c8b46bde,245,1,58.11,1.0,Regular,0.9181940007436015
9960dc77a3a6dae290b423bc3c897aae,227,1,90.05,1.0,Loyal,0.9180443473129399
84ffd4379c514fd415efc05fc81a0671,248,1,41.84,1.0,Regular,0.9178778681394684
78d26ae26b5bb9cb398edc7384d3c15f,583,1,55.95,1.0,At Risk,0.9178643575403774
f00c99264fb9ffc45921e4d276e0da00,259,1,34.0,1.0,Regular,0.9177641752011638
fd966da9095fd0bb5530180a1b088ade,327,1,94.1,1.0,Loyal,0.9177248370721877
fb2fc2958b9ffd551e323f51b9f10fd7,224,1,58.26,1.0,Loyal,0.917644821271356
076dc8d838b4a277c14d6e67445b04bb,276,1,102.64,1.0,Regular,0.9175981496930329
97bd3566bdb9a9b19f71b7349ac80f66,288,1,78.37,1.0,Regular,0.917512027998601
5a465fa8d582b46073747a7a0dafb516,242,1,37.1,1.0,At Risk,0.917458480931056
2bf93b9956e26356b52f5d426c7801de,743,1,82.69,1.0,At Risk,0.9173909083591496
55a2d38a48216287f07c360037b1955b,241,1,69.03,1.0,Regular,0.9173647167864221
917b9b2186fb1b16937a8d1822618b13,235,1,72.14,1.0,Regular,0.9171900658566531
36f49bb6a0f1e6f0233c16ea0591c0be,182,1,95.34,1.0,Regular,0.9170982733910946
15637b62dfa4c5a9df846b22beef0994,246,1,80.56,1.0,At Risk,0.9170872215499583
9b4bb9d14ad112db54cc539ab2b8fd05,547,1,44.42,1.0,At Risk,0.9170694964785548
689c86311ffef9f2c5c525cad2717e53,234,1,107.1,1.0,Regular,0.9169589231913617
15790495a9af676a9d74eb46f5a8e9a3,333,1,87.76,1.0,At Risk,0.9169267652588363
a6839c244ab165989e4fbe86fd36817c,232,1,78.21,1.0,Regular,0.9167008661107545
a164f7d409a620e8c44001fae19c527e,380,1,78.71,1.0,Regular,0.9165511695696948
f5c7eba6f2feb6baa7bc3daa2e7baa98,382,1,41.71,1.0,Regular,0.916410390451579
22520c2c5d7878679e8451c218a61937,359,1,77.57,1.0,At Risk,0.9163768826275239
be1944d3930fcb7a08411b62f8b06f72,446,1,67.62,1.0,Regular,0.9162740776100989
306d350d6b818448dc385f07143dcaf2,369,1,65.01,1.0,At Risk,0.9161634673885004
3c60fd15725bb785973c741f4b97b3bb,323,1,66.01,1.0,At Risk,0.9161253280878138
74b70f040f3977a893ed8646cce8a120,209,1,52.53,1.0,Regular,0.9160438064881166
38ce23c6238a2f9541efbd285c90320f,231,1,96.33,1.0,Regular,0.9157115051113623
1e728b530adb1a64bd4e2a3f728e65e5,281,1,36.75,1.0,At Risk,0.9156671316676728
